epoch,train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mcc,train_kappa,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mcc,val_kappa
1,0.8088012139605463,0.6905270537013373,0.5367519260268862,0.5493063055150711,0.9314615858877653,0.7143616600114769,0.6998365140345788,0.8712121212121212,0.6712034429954554,0.6548166708977575,0.6550857280098458,0.9819509876167531,0.8087707922592622,0.8012759430536909
2,0.9256449165402124,0.8993695704541416,0.8053720778878937,0.8321814574182556,0.9887475323924051,0.8887145524436887,0.8871203067477961,0.9318181818181818,0.8981190081685847,0.8522364640795734,0.8713378555083361,0.9853203979996061,0.8977867479571838,0.8970340966215397
3,0.9480273141122914,0.9096709083142779,0.8797774194613204,0.8933251083313746,0.992888141683056,0.9219112728466126,0.9216592960764569,0.9303030303030303,0.8976268648384474,0.8640434578349131,0.8762554591049593,0.9858722284504677,0.8957547787754933,0.8952695360606029
4,0.9575113808801214,0.92572394801072,0.9046517142453403,0.9141805313728671,0.9942377643534324,0.9361701512001228,0.9360719381246899,0.9378787878787879,0.9089604938335963,0.8819382988679874,0.894363068831104,0.9869560532580298,0.906624388160152,0.9063194555034724
5,0.9559939301972686,0.9221517347074402,0.9057274556027508,0.9135566783915138,0.9948433000529988,0.9339092414478427,0.9338020521675576,0.9318181818181818,0.8959561613789221,0.8780569663031613,0.8851895776731971,0.9866890568700919,0.8977687476252559,0.8975674864716655
6,0.9632018209408194,0.9333220185749495,0.9240975354551537,0.9284967910253332,0.9959503908289424,0.9447381164249763,0.9447201795818017,0.9348484848484848,0.9001547749310038,0.8774895009815978,0.8870282028956534,0.9864864985444697,0.9022230425426149,0.9019980247663907
7,0.9650986342943855,0.9394474828542361,0.9278390471746448,0.9333364151404318,0.9960393534963542,0.9475870529626561,0.9475581356877448,0.9287878787878788,0.8892375071079754,0.8698931338531356,0.8785065674732941,0.9865756563087837,0.8931217389247819,0.8929085579940551
8,0.9647192716236722,0.9401201687929486,0.9221136664873903,0.9307447966721449,0.9959710129502006,0.9470069710561448,0.9468929236491,0.9303030303030303,0.8881340092842743,0.8654210841636946,0.8756680552149442,0.9867810271127769,0.8952714486267751,0.8950588479286566
9,0.9696509863429439,0.9452275943124466,0.9342061711517928,0.939558021534622,0.9970588249388268,0.9544206954321895,0.9543653301155928,0.9348484848484848,0.8946615407636619,0.875169442523432,0.8838795451529522,0.9862377418238145,0.9021542070446302,0.9019756838905775
